productType,brand,yearOfManufacture,conditionId,warrantyPolicy,mileage,rangePerCharge,batteryCapacity,batteryType,chargeCycles,batteryLifespan,maxSpeed,color,chargeTime,compatibleVehicle,FINAL_SALE_PRICE
bike,Himo,2023,2,Hết bảo hành,1500,50,10 Ah,Lithium-ion,120,,25.0,Đen,5 giờ,,6800000
battery,CALB,2023,2,Hết bảo hành,,,90 kWh,LFP,150,15 tháng,,,7 giờ,Xe tải điện (Chung),120000000
car,Tesla,2021,2,Hết bảo hành,55000,470,100 kWh,NCA,400,,250,Bạc,8-10 giờ,,1320000000
car,Vinfast,2023,1,Còn bảo hành chính hãng,11000,300,82 kWh,LFP,100,,175.0,Xanh,6-8 giờ,,825000000
car,Hyundai,2024,1,Còn bảo hành chính hãng,5000,430,72 kWh,NMC,60,,180,Trắng,7 giờ,,1060000000
motorbike,Vinfast,2023,3,Hết bảo hành,15000,180,48 Ah,LFP,250,,90,Đen,4 giờ,,46000000
bike,Engwe,2023,2,Hết bảo hành,1200,90,16 Ah,Lithium-ion,100,,25.0,Đen,6 giờ,,12500000
car,Mercedes,2022,2,Hết bảo hành,35000,580,108 kWh,NMC,290,,210,Xám,10 giờ,,2850000000
battery,Gotion High-Tech,2024,1,Còn bảo hành chính hãng,,,60 kWh,LFP,30,3 tháng,,,6 giờ,Wuling Mini EV (Mới),80000000
car,Kia,2023,2,Hết bảo hành,32000,420,77 kWh,NMC,260,,185.0,Trắng,7 giờ,,1040000000
car,BYD,2024,1,Còn bảo hành chính hãng,6000,410,60 kWh,LFP,60,,160,Xanh,7 giờ,,660000000
motorbike,Pega,2022,3,Hết bảo hành,16000,65.0,28 Ah,Lithium-ion,500,,50,Xanh,8-10 giờ,,12000000
car,Tesla,2023,2,Còn bảo hành chính hãng,20000,480,100 kWh,NCA,180,,250,Đen,8-10 giờ,,1490000000
car,Audi,2021,3,Hết bảo hành,48000,380,95 kWh,NMC,360,,200,Đen,9 giờ,,2100000000
bike,Specialized,2023,1,Còn bảo hành chính hãng,800,130,22 Ah,Lithium-ion,80,,25.0,Xanh,6 giờ,,57000000
battery,Eve Energy,2023,2,Hết bảo hành,,,70 Ah,LFP,130,13 tháng,,,4 giờ,Xe máy điện (Chung),11000000
car,Vinfast,2023,2,Hết bảo hành,26000,280,42 kWh,Lithium-ion,260,,170,Trắng,6 giờ,,445000000
car,Nissan,2022,2,Hết bảo hành,38000,260,40 kWh,Lithium-ion,350,,150,Xám,7.5 giờ,,470000000
car,Wuling,2023,3,Hết bảo hành,19000,160,27 kWh,LFP,160,,100,Trắng,8 giờ,,165000000
motorbike,DKBike,2022,4,Hết bảo hành,22000,60,25 Ah,Lead Acid,800,,45.0,Bạc,8-10 giờ,,7500000
car,BMW,2022,3,Hết bảo hành,45000,490,105 kWh,NMC,330,,200,Đen,10 giờ,,2950000000
battery,Phylion,2024,1,Còn bảo hành chính hãng,,,20 Ah,Lithium-ion,30,2 tháng,,,5 giờ,Xe đạp điện (Mới),4000000
car,Tesla,2020,3,Hết bảo hành,88000,440,90 kWh,NCA,700,,250,Đỏ,8-10 giờ,,1020000000
car,Vinfast,2022,3,Hết bảo hành,48000,300,82 kWh,LFP,400,,175.0,Xanh,6-8 giờ,,730000000
motorbike,Niu,2021,4,Còn bảo hành chính hãng,6021,145.0,46 Ah,LFP,239.0,,76.0,Trắng,10 giờ,,29300000
bike,Giant,2023,1,Hết bảo hành,6987.0,149.0,25 Ah,NMC,502,,25.0,Hồng,10 giờ,,9000000
car,Nissan,2020,1,Hết bảo hành,89759.0,512,105 kWh,NMC,520,,249.0,Trắng,5 giờ,,404400000
bike,Engwe,2021,2,Còn bảo hành chính hãng,637.0,99.0,18 Ah,NMC,748.0,,25.0,Đen mờ,2.5 giờ,,10800000
car,BYD,2024,3,Còn bảo hành chính hãng,87496.0,275.0,115 kWh,LFP,813,,192,Hồng,3 giờ,,507600000
bike,Specialized,2024,3,Còn bảo hành chính hãng,1739.0,78.0,28 Ah,Lead Acid,862,,25.0,Bạc,3 giờ,,27800000
battery,CALB,2021,1,Còn bảo hành chính hãng,,,79 Ah,NCA,831,37 tháng,,,6-8 giờ,Ford F-150 Lightning,25800000
battery,SK On,2023,1,Còn bảo hành chính hãng,,,110 kWh,LFP,526.0,3 tháng,,,10 giờ,Rivian R1T,112100000
car,Nissan,2024,4,Còn bảo hành chính hãng,75909.0,384,47 kWh,Lead Acid,408.0,,169.0,Xám,6-8 giờ,,406000000
bike,Engwe,2022,3,Hết bảo hành,2147.0,89.0,13 Ah,Lead Acid,560,,25.0,Hồng,7.5 giờ,,10400000
motorbike,Dat Bike,2023,2,Hết bảo hành,12892,157.0,50 Ah,Lithium-ion,233,,48.0,Xám,6-8 giờ,,48800000
motorbike,Pega,2020,2,Hết bảo hành,36513,188.0,77 Ah,NMC,271,,82,Xanh,6.5 giờ,,19000000
car,Porsche,2020,4,Còn bảo hành chính hãng,66904,612,103 kWh,NMC,512,,108.0,Cam,7.5 giờ,,1664300000
bike,Trek,2020,3,Hết bảo hành,6770,120,25 Ah,Lithium-ion,167.0,,25.0,Trắng,7 giờ,,10400000
battery,LG Chem,2021,4,Còn bảo hành chính hãng,,,106 kWh,Lead Acid,420,32 tháng,,,6-8 giờ,"BMW i3, Fiat 500e",42700000
bike,Xiaomi,2021,4,Còn bảo hành chính hãng,8116.0,113,20 Ah,NCA,538.0,,25.0,Xanh,6.5 giờ,,5600000
battery,CALB,2024,2,Hết bảo hành,,,103 kWh,NCA,493,34 tháng,,,3 giờ,"BMW i3, Fiat 500e",55700000
bike,Giant,2019,1,Hết bảo hành,9144,134,18 Ah,Lithium-ion,703,,25.0,Cam,3 giờ,,6000000
motorbike,Vinfast,2021,1,Hết bảo hành,30752,157.0,20 Ah,LFP,57.0,,61,Trắng,3 giờ,,21000000
motorbike,DKBike,2024,3,Còn bảo hành chính hãng,1690,180,57 Ah,NMC,669.0,,106.0,Xanh lá,2.5 giờ,,44100000
bike,Trek,2021,1,Hết bảo hành,7401,143,25 Ah,Lithium-ion,301,,25.0,Xanh rêu,7.5 giờ,,13500000
bike,Himo,2021,2,Còn bảo hành chính hãng,1899.0,137.0,23 Ah,LFP,606.0,,25.0,Đen,9 giờ,,12100000
bike,Giant,2021,4,Hết bảo hành,2362,111,22 Ah,NCA,54,,25.0,Bạc,6.5 giờ,,8800000
motorbike,Dibao,2020,2,Hết bảo hành,35194,136.0,68 Ah,NCA,531,,91,Đen mờ,3 giờ,,22300000
car,Kia,2023,1,Hết bảo hành,5964,362,69 kWh,NCA,202,,105.0,Xanh,7 giờ,,756900000
battery,Gotion,2022,1,Hết bảo hành,,,75 kWh,Lithium-ion,352,39 tháng,,,2.5 giờ,GM Hummer EV,44300000
car,Wuling,2023,2,Hết bảo hành,112091,154,49 kWh,Lithium-ion,692,,116.0,Đen mờ,7.5 giờ,,131700000
battery,Phylion,2021,3,Hết bảo hành,,,46 Ah,NMC,177.0,6 tháng,,,3 giờ,VW ID.4,27200000
bike,Specialized,2024,3,Còn bảo hành chính hãng,6501,97.0,21 Ah,Lead Acid,402,,25.0,Cam,9 giờ,,20300000
motorbike,Pega,2019,3,Hết bảo hành,35362,98.0,60 Ah,LFP,671,,105.0,Xám,6.5 giờ,,16500000
motorbike,Niu,2022,1,Còn bảo hành chính hãng,46613,100,53 Ah,NMC,490,,72,Cam,4 giờ,,21200000
car,Tesla,2021,4,Hết bảo hành,32636.0,355.0,62 kWh,LFP,82,,276.0,Xám,7.5 giờ,,1133900000
bike,Xiaomi,2024,3,Còn bảo hành chính hãng,3581,126.0,23 Ah,NMC,34,,25.0,Đen mờ,6-8 giờ,,11700000
bike,Ado,2024,3,Còn bảo hành chính hãng,1153,119.0,17 Ah,NCA,394,,25.0,Xám,3 giờ,,13400000
battery,Samsung SDI,2020,4,Còn bảo hành chính hãng,,,42 Ah,NMC,755.0,44 tháng,,,9 giờ,"Renault Zoe, Chevy Bolt",15600000
bike,Engwe,2024,2,Hết bảo hành,5010,135.0,28 Ah,NCA,291,,25.0,Bạc,3 giờ,,12900000
battery,LG Chem,2021,2,Hết bảo hành,,,80 Ah,LFP,352,41 tháng,,,7 giờ,Tesla Model 3/Y,25600000
motorbike,Dibao,2023,1,Hết bảo hành,8730,159.0,67 Ah,NMC,545.0,,57.0,Bạc,4 giờ,,41300000
car,Vinfast,2024,1,Còn bảo hành chính hãng,95344,226.0,85 kWh,LFP,283,,275.0,Hồng,8-10 giờ,,751300000
car,Audi,2024,4,Hết bảo hành,34694,627.0,52 kWh,LFP,338.0,,133,Bạc,7 giờ,,1495500000
motorbike,Dibao,2019,2,Hết bảo hành,13327.0,126.0,32 Ah,Lead Acid,157.0,,45.0,Hồng,4 giờ,,20200000
car,Audi,2020,1,Hết bảo hành,41982,513,27 kWh,NCA,790,,224,Đen,8-10 giờ,,1241900000
battery,LG Chem,2024,2,Hết bảo hành,,,94 kWh,LFP,466.0,5 tháng,,,7.5 giờ,Xe đạp điện (Chung),100500000
battery,Lishen,2020,3,Hết bảo hành,,,102 kWh,NCA,275.0,43 tháng,,,9 giờ,Xe đạp điện (Chung),33100000
bike,Himo,2021,4,Hết bảo hành,5034,148.0,25 Ah,Lithium-ion,861,,25.0,Nâu,9 giờ,,7700000
car,BMW,2024,4,Hết bảo hành,111519.0,271,50 kWh,LFP,615.0,,126.0,Đen mờ,6.5 giờ,,894000000
bike,Giant,2019,1,Còn bảo hành chính hãng,2337.0,64,15 Ah,Lithium-ion,129.0,,25.0,Đen,6.5 giờ,,8800000
car,Wuling,2019,1,Hết bảo hành,48727.0,383,53 kWh,Lead Acid,572,,146.0,Vàng,10 giờ,,166400000
car,MG,2021,2,Hết bảo hành,94551,488.0,56 kWh,Lithium-ion,648.0,,132,Đen,2.5 giờ,,244300000
car,Nissan,2020,1,Hết bảo hành,65722,166.0,94 kWh,Lead Acid,415.0,,191,Hồng,2.5 giờ,,461000000
battery,CALB,2019,4,Hết bảo hành,,,72 Ah,Lithium-ion,288.0,10 tháng,,,7.5 giờ,Tata Tiago EV,20200000
motorbike,Dibao,2021,1,Hết bảo hành,21116.0,52,32 Ah,LFP,276.0,,72,Xanh lá,7 giờ,,23300000
car,Mercedes,2019,3,Còn bảo hành chính hãng,11773,392,75 kWh,LFP,661,,176.0,Đen,7.5 giờ,,1601100000
bike,Xiaomi,2021,3,Còn bảo hành chính hãng,2368.0,64,13 Ah,Lithium-ion,396.0,,25.0,Vàng,6.5 giờ,,9100000
motorbike,Niu,2024,3,Hết bảo hành,20296.0,183,45 Ah,LFP,785.0,,106.0,Xanh,3 giờ,,37400000
battery,CALB,2021,1,Hết bảo hành,,,50 Ah,LFP,268.0,24 tháng,,,7.5 giờ,Tesla Model 3/Y,21100000
bike,Ado,2019,3,Hết bảo hành,3433,75.0,17 Ah,NMC,736.0,,25.0,Cam,7.5 giờ,,6600000
car,Tesla,2021,1,Hết bảo hành,84126.0,313,114 kWh,NCA,344,,139.0,Đen mờ,6.5 giờ,,1058200000
car,Hyundai,2023,3,Còn bảo hành chính hãng,53205.0,632,62 kWh,NCA,291,,115.0,Vàng,10 giờ,,612800000
car,Honda,2023,4,Còn bảo hành chính hãng,111967.0,405.0,89 kWh,Lithium-ion,30,,137.0,Xanh,4 giờ,,398300000
motorbike,Dibao,2024,1,Còn bảo hành chính hãng,23412,132,68 Ah,NCA,170,,103,Đen,4 giờ,,43500000
motorbike,Niu,2022,3,Hết bảo hành,15232,131,34 Ah,NMC,885.0,,52,Đen,6-8 giờ,,25000000
battery,BYD,2020,3,Hết bảo hành,,,73 Ah,LFP,211,33 tháng,,,9 giờ,,13000000
car,Nissan,2022,1,Còn bảo hành chính hãng,83062,215.0,94 kWh,Lead Acid,657.0,,225.0,Xanh,6.5 giờ,,447700000
car,Mercedes,2020,3,Còn bảo hành chính hãng,81472,206.0,46 kWh,NMC,861,,232,Trắng,7 giờ,,1169700000
bike,Trek,2023,3,Hết bảo hành,6501,122,24 Ah,Lithium-ion,383,,25.0,Đỏ,7 giờ,,15900000
motorbike,DKBike,2021,4,Còn bảo hành chính hãng,38913,84,65 Ah,Lithium-ion,616.0,,90,Xanh rêu,7.5 giờ,,17700000
car,Kia,2019,2,Hết bảo hành,115434,249.0,94 kWh,LFP,55.0,,166.0,Xám,6.5 giờ,,295100000
motorbike,Vinfast,2022,4,Hết bảo hành,10487.0,195.0,31 Ah,LFP,342,,46.0,Xanh,6-8 giờ,,21900000
bike,Xiaomi,2023,3,Hết bảo hành,2858.0,45.0,14 Ah,LFP,105.0,,25.0,Đen,10 giờ,,9300000
bike,Xiaomi,2020,3,Hết bảo hành,8822,99.0,28 Ah,NMC,355.0,,25.0,Vàng,2.5 giờ,,6000000
bike,Ado,2021,3,Còn bảo hành chính hãng,8336.0,110,25 Ah,NMC,247.0,,25.0,Bạc,5 giờ,,6600000
motorbike,Gogoro,2023,2,Còn bảo hành chính hãng,29242,50,74 Ah,Lithium-ion,617.0,,78.0,Xanh lá,5 giờ,,36400000
car,BMW,2022,3,Còn bảo hành chính hãng,33076.0,489.0,30 kWh,NMC,451,,172,Nâu,7.5 giờ,,1436300000
car,Mercedes,2022,4,Còn bảo hành chính hãng,23444,192,110 kWh,LFP,773,,226.0,Xanh rêu,6.5 giờ,,1745100000
bike,Himo,2024,1,Hết bảo hành,2655.0,92,16 Ah,Lead Acid,613,,25.0,Vàng,7 giờ,,15200000
bike,Asama,2024,4,Hết bảo hành,4118.0,91,10 Ah,NCA,453,,25.0,Xanh rêu,8-10 giờ,,9800000
bike,Specialized,2021,3,Hết bảo hành,164,120,25 Ah,Lead Acid,260,,25.0,Đen,4 giờ,,20500000
car,Mercedes,2023,3,Còn bảo hành chính hãng,88882,174,26 kWh,NCA,871,,225.0,Xám,6-8 giờ,,1328800000
motorbike,Yadea,2020,2,Hết bảo hành,49040,122,23 Ah,NMC,135.0,,48.0,Trắng,6.5 giờ,,10800000
bike,Specialized,2021,1,Hết bảo hành,6654,53,21 Ah,Lead Acid,167.0,,25.0,Xanh lá,8-10 giờ,,16300000
bike,Specialized,2024,2,Còn bảo hành chính hãng,5804,43,17 Ah,Lead Acid,510,,25.0,Xanh rêu,7.5 giờ,,21400000
motorbike,Vinfast,2022,1,Còn bảo hành chính hãng,26513,125.0,77 Ah,Lead Acid,751,,50,Xám,2.5 giờ,,33300000
bike,Specialized,2020,4,Còn bảo hành chính hãng,3729.0,146.0,17 Ah,NMC,423,,25.0,Đen,7.5 giờ,,13200000
bike,Specialized,2023,4,Hết bảo hành,9546.0,90,21 Ah,Lead Acid,606.0,,25.0,Xám,7 giờ,,13700000
car,Tesla,2019,4,Còn bảo hành chính hãng,48188.0,277.0,71 kWh,Lead Acid,687.0,,221,Trắng,7 giờ,,754500000
motorbike,Dat Bike,2022,3,Hết bảo hành,46403,121,68 Ah,NMC,523,,55.0,Trắng,10 giờ,,24800000
battery,Phylion,2022,1,Hết bảo hành,,,51 Ah,NCA,742,11 tháng,,,5 giờ,Tesla Model 3/Y,34700000
motorbike,Dibao,2023,4,Còn bảo hành chính hãng,11538.0,77.0,31 Ah,Lead Acid,308.0,,76.0,Xanh lá,6.5 giờ,,28300000
motorbike,DKBike,2023,4,Còn bảo hành chính hãng,46265.0,142,60 Ah,NMC,835.0,,71,Nâu,4 giờ,,18400000
battery,LG Chem,2020,2,Còn bảo hành chính hãng,,,118 kWh,LFP,627.0,24 tháng,,,10 giờ,Tata Tiago EV,58700000
car,Tesla,2020,3,Hết bảo hành,66168.0,557.0,67 kWh,LFP,348.0,,240,Đen,6-8 giờ,,830900000
battery,Eve Energy,2021,1,Còn bảo hành chính hãng,,,103 kWh,LFP,212,34 tháng,,,9 giờ,"Xe máy điện, xe đạp điện",45400000
motorbike,Yadea,2023,2,Hết bảo hành,3856.0,196.0,77 Ah,Lithium-ion,447.0,,52,Đen,8-10 giờ,,42800000
motorbike,Niu,2023,4,Hết bảo hành,14642,67.0,56 Ah,Lithium-ion,549.0,,53,Đen,4 giờ,,29400000
motorbike,Pega,2021,3,Hết bảo hành,31679.0,62,77 Ah,NCA,826.0,,58.0,Vàng,9 giờ,,19600000
car,Hyundai,2020,4,Hết bảo hành,32255.0,596.0,86 kWh,LFP,532,,145.0,Xanh rêu,3 giờ,,409400000
motorbike,Vinfast,2023,4,Hết bảo hành,34637.0,59.0,42 Ah,NMC,514,,90,Bạc,7.5 giờ,,19500000
motorbike,Pega,2023,2,Còn bảo hành chính hãng,9127.0,182,71 Ah,Lithium-ion,837.0,,99.0,Xám,4 giờ,,45200000
bike,Specialized,2021,1,Còn bảo hành chính hãng,6340,85.0,23 Ah,NCA,213,,25.0,Xanh rêu,6.5 giờ,,20000000
battery,Samsung SDI,2023,1,Còn bảo hành chính hãng,,,116 kWh,Lithium-ion,213,5 tháng,,,8-10 giờ,Vinfast Evo 200,107900000
car,Tesla,2020,4,Còn bảo hành chính hãng,109389.0,595.0,35 kWh,LFP,533,,254,Xanh,7.5 giờ,,499400000
battery,Phylion,2020,4,Hết bảo hành,,,63 Ah,NMC,564,36 tháng,,,7 giờ,,13600000
motorbike,Niu,2021,1,Hết bảo hành,45020,80,51 Ah,Lithium-ion,748.0,,89.0,Đen mờ,3 giờ,,19000000
car,Audi,2019,4,Còn bảo hành chính hãng,88833,620,98 kWh,NCA,857.0,,249.0,Bạc,3 giờ,,791600000
car,Kia,2020,3,Còn bảo hành chính hãng,84931,647.0,109 kWh,Lead Acid,56.0,,212,Bạc,7.5 giờ,,433100000
bike,Engwe,2020,4,Hết bảo hành,1544,66.0,11 Ah,Lithium-ion,801,,25.0,Cam,5 giờ,,6500000
battery,LG Chem,2020,3,Hết bảo hành,,,83 kWh,Lead Acid,64,16 tháng,,,6-8 giờ,Rivian R1T,49600000
bike,Xiaomi,2019,1,Hết bảo hành,1515.0,124,28 Ah,Lead Acid,139.0,,25.0,Trắng,6-8 giờ,,10500000
battery,CATL,2023,4,Hết bảo hành,,,57 Ah,Lithium-ion,559.0,23 tháng,,,7.5 giờ,Xe đạp điện (Chung),26300000
battery,Gotion,2019,4,Hết bảo hành,,,72 Ah,Lead Acid,164,24 tháng,,,8-10 giờ,"Hyundai Ioniq 5, Kia EV6",14600000
car,Tesla,2019,1,Còn bảo hành chính hãng,29820,490,72 kWh,Lead Acid,751,,202,Trắng,4 giờ,,1192400000
car,Kia,2022,1,Hết bảo hành,13309.0,578.0,39 kWh,Lead Acid,746.0,,226.0,Xám,8-10 giờ,,719600000
bike,Himo,2024,1,Còn bảo hành chính hãng,9166.0,103,21 Ah,NMC,754,,25.0,Đỏ,7 giờ,,11200000
motorbike,Yadea,2023,4,Còn bảo hành chính hãng,55896.0,158.0,62 Ah,Lithium-ion,857.0,,77.0,Trắng,7.5 giờ,,19300000
battery,Eve Energy,2021,2,Hết bảo hành,,,109 kWh,LFP,199.0,19 tháng,,,7.5 giờ,Rivian R1T,56100000
battery,LG Chem,2021,4,Còn bảo hành chính hãng,,,114 kWh,Lead Acid,361,3 tháng,,,10 giờ,Tata Tiago EV,81200000
bike,Himo,2024,2,Hết bảo hành,736.0,109.0,30 Ah,Lead Acid,822,,25.0,Xám,10 giờ,,15300000
car,Hyundai,2023,2,Hết bảo hành,48462,564,47 kWh,NMC,843,,107.0,Đen,6.5 giờ,,650100000
motorbike,Pega,2022,3,Hết bảo hành,12861,138.0,22 Ah,NMC,431,,73,Xanh rêu,9 giờ,,24300000
battery,Vinfast,2020,1,Còn bảo hành chính hãng,,,50 kWh,NCA,381,20 tháng,,,6.5 giờ,Tata Tiago EV,50000000
motorbike,Dibao,2019,2,Hết bảo hành,16989.0,188.0,23 Ah,Lithium-ion,388.0,,77.0,Đen,8-10 giờ,,16300000
bike,Giant,2024,1,Còn bảo hành chính hãng,5292,57.0,21 Ah,Lithium-ion,481,,25.0,Đen mờ,6-8 giờ,,11500000
battery,CATL,2024,3,Còn bảo hành chính hãng,,,75 Ah,Lead Acid,520,6 tháng,,,3 giờ,,65400000
bike,Trek,2019,1,Còn bảo hành chính hãng,4852,68.0,30 Ah,NMC,728.0,,25.0,Xanh rêu,10 giờ,,16700000
battery,Samsung SDI,2023,3,Hết bảo hành,,,57 kWh,NMC,114,23 tháng,,,7 giờ,VW ID.4,48700000
bike,Xiaomi,2020,1,Hết bảo hành,1522,135.0,26 Ah,Lithium-ion,730,,25.0,Cam,7 giờ,,10200000
bike,Asama,2022,3,Hết bảo hành,3198.0,50,29 Ah,Lithium-ion,643,,25.0,Vàng,10 giờ,,9800000
battery,Gotion,2021,1,Hết bảo hành,,,21 Ah,NCA,109.0,44 tháng,,,7 giờ,"Xe máy điện, xe đạp điện",16100000
bike,Xiaomi,2022,1,Còn bảo hành chính hãng,3387.0,78.0,30 Ah,LFP,835.0,,25.0,Hồng,8-10 giờ,,12100000
battery,Lishen,2019,1,Còn bảo hành chính hãng,,,73 kWh,NMC,649.0,18 tháng,,,10 giờ,Vinfast Evo 200,49900000
bike,Giant,2019,3,Hết bảo hành,3230,77.0,23 Ah,NCA,761,,25.0,Cam,10 giờ,,7500000
battery,LG Chem,2024,3,Hết bảo hành,,,61 Ah,NMC,572,33 tháng,,,8-10 giờ,"Hyundai Ioniq 5, Kia EV6",24200000
motorbike,Dibao,2019,4,Còn bảo hành chính hãng,20504,161,70 Ah,Lead Acid,793,,105.0,Cam,3 giờ,,17900000
battery,CALB,2020,1,Còn bảo hành chính hãng,,,51 Ah,LFP,494,47 tháng,,,7.5 giờ,"Renault Zoe, Chevy Bolt",16200000
car,BMW,2023,3,Hết bảo hành,79781,260,74 kWh,Lead Acid,693,,172,Cam,5 giờ,,1311700000
bike,Specialized,2019,2,Còn bảo hành chính hãng,813,127.0,13 Ah,NMC,437.0,,25.0,Trắng,6.5 giờ,,15900000
motorbike,Vinfast,2021,1,Còn bảo hành chính hãng,3751,86.0,31 Ah,Lithium-ion,672,,82,Xanh rêu,7 giờ,,28200000
battery,Lishen,2022,2,Còn bảo hành chính hãng,,,85 kWh,LFP,366.0,11 tháng,,,7 giờ,Xe đạp điện (Chung),68400000
car,BMW,2021,2,Hết bảo hành,27483,575.0,112 kWh,Lead Acid,418.0,,110,Hồng,4 giờ,,1759600000
car,Tesla,2023,2,Còn bảo hành chính hãng,58999.0,610,105 kWh,NMC,364,,122,Đen,2.5 giờ,,1585200000
battery,LG Chem,2022,3,Hết bảo hành,,,60 Ah,NCA,34,14 tháng,,,8-10 giờ,Tesla Model 3/Y,30200000
car,Hyundai,2020,1,Hết bảo hành,15818.0,253,51 kWh,Lithium-ion,644,,275.0,Xanh rêu,7.5 giờ,,592700000
motorbike,Gogoro,2024,4,Hết bảo hành,14386.0,119.0,28 Ah,Lead Acid,124,,79.0,Xám,10 giờ,,32800000
car,Nissan,2020,1,Còn bảo hành chính hãng,76165.0,151,81 kWh,Lead Acid,95.0,,266.0,Xanh rêu,8-10 giờ,,404300000
car,Nissan,2019,4,Còn bảo hành chính hãng,22421,649.0,105 kWh,NMC,286.0,,120,Hồng,7 giờ,,329100000
battery,Gotion,2023,2,Còn bảo hành chính hãng,,,80 kWh,Lithium-ion,243,25 tháng,,,6.5 giờ,Vinfast Evo 200,56900000
bike,Ado,2024,4,Hết bảo hành,5632,69.0,29 Ah,Lead Acid,576.0,,25.0,Đen,2.5 giờ,,9400000
bike,Asama,2023,4,Hết bảo hành,1762,103,13 Ah,Lead Acid,158.0,,25.0,Hồng,7 giờ,,9400000
motorbike,Vinfast,2024,4,Hết bảo hành,9582,121,53 Ah,NCA,418.0,,73,Bạc,7.5 giờ,,31600000
motorbike,Dibao,2024,3,Hết bảo hành,26338.0,112,59 Ah,NMC,275.0,,88.0,Đỏ,2.5 giờ,,31900000
motorbike,Dat Bike,2021,2,Hết bảo hành,50673,139.0,63 Ah,Lithium-ion,550,,84,Nâu,6.5 giờ,,26300000
motorbike,DKBike,2021,2,Hết bảo hành,31892,173,78 Ah,NCA,781,,67.0,Đen mờ,8-10 giờ,,22400000
battery,Vinfast,2024,3,Còn bảo hành chính hãng,,,70 Ah,Lead Acid,93,30 tháng,,,5 giờ,MG ZS EV,26500000
motorbike,Pega,2019,3,Còn bảo hành chính hãng,29428.0,127.0,25 Ah,Lithium-ion,493,,98.0,Bạc,7 giờ,,15000000
battery,LG Chem,2023,4,Còn bảo hành chính hãng,,,41 Ah,Lead Acid,303,4 tháng,,,4 giờ,"BYD Atto 3, Dolphin",33900000
bike,Ado,2019,4,Còn bảo hành chính hãng,5616.0,123,16 Ah,NCA,264,,25.0,Hồng,5 giờ,,5000000
motorbike,Vinfast,2020,3,Hết bảo hành,47839.0,142,20 Ah,LFP,461,,48.0,Nâu,4 giờ,,12000000
battery,Gotion,2022,1,Còn bảo hành chính hãng,,,94 kWh,LFP,422,25 tháng,,,6.5 giờ,,66400000
car,Honda,2022,3,Hết bảo hành,119799.0,551,41 kWh,NMC,397.0,,144,Xanh lá,7.5 giờ,,285300000
battery,Phylion,2022,3,Còn bảo hành chính hãng,,,57 Ah,LFP,138.0,11 tháng,,,7.5 giờ,,34000000
car,Vinfast,2020,4,Còn bảo hành chính hãng,51981,623,82 kWh,NMC,640,,263,Nâu,9 giờ,,506300000
car,Audi,2024,2,Còn bảo hành chính hãng,90339.0,211,77 kWh,LFP,242,,229.0,Xanh,7 giờ,,1401200000
bike,Giant,2023,3,Còn bảo hành chính hãng,1180,42,23 Ah,Lead Acid,808.0,,25.0,Nâu,8-10 giờ,,11600000
motorbike,Gogoro,2023,4,Hết bảo hành,29925.0,210,72 Ah,Lead Acid,757.0,,50,Đen mờ,10 giờ,,27900000
car,Hyundai,2019,4,Hết bảo hành,21420,467.0,29 kWh,NMC,596.0,,264,Vàng,5 giờ,,388300000
motorbike,Dibao,2022,4,Hết bảo hành,33700,126.0,62 Ah,NMC,648.0,,77.0,Xanh rêu,8-10 giờ,,20400000
battery,CALB,2020,2,Hết bảo hành,,,53 kWh,Lithium-ion,611,21 tháng,,,7 giờ,VW ID.4,36500000
bike,Giant,2024,4,Còn bảo hành chính hãng,4409.0,46.0,24 Ah,LFP,393,,25.0,Xanh rêu,3 giờ,,11600000
car,Wuling,2024,1,Còn bảo hành chính hãng,103934,520,120 kWh,Lead Acid,763,,216.0,Đen,7.5 giờ,,267600000
battery,CATL,2023,4,Hết bảo hành,,,33 Ah,LFP,457.0,37 tháng,,,7 giờ,Tata Tiago EV,19400000
bike,Giant,2024,4,Hết bảo hành,3319.0,40,24 Ah,Lithium-ion,854,,25.0,Đen,4 giờ,,11700000
car,Mercedes,2019,2,Còn bảo hành chính hãng,74291,238.0,38 kWh,LFP,742,,133,Xanh lá,6.5 giờ,,1093400000
battery,CATL,2019,2,Hết bảo hành,,,100 kWh,NCA,482,4 tháng,,,6-8 giờ,"BMW i3, Fiat 500e",65600000
bike,Trek,2023,2,Còn bảo hành chính hãng,5767.0,51,30 Ah,NCA,287.0,,25.0,Đen mờ,9 giờ,,20100000
bike,Specialized,2022,4,Hết bảo hành,9863,138.0,30 Ah,LFP,575.0,,25.0,Xanh lá,8-10 giờ,,13000000
motorbike,Dibao,2021,3,Còn bảo hành chính hãng,44845.0,209.0,69 Ah,NMC,328.0,,54,Đỏ,7 giờ,,17400000
battery,Panasonic,2020,3,Hết bảo hành,,,65 Ah,NMC,159.0,11 tháng,,,6-8 giờ,"BYD Atto 3, Dolphin",26100000
bike,Engwe,2021,2,Còn bảo hành chính hãng,2314,81,23 Ah,NCA,399.0,,25.0,Trắng,5 giờ,,10200000
bike,Asama,2024,1,Còn bảo hành chính hãng,6855.0,93,15 Ah,NMC,285.0,,25.0,Vàng,7 giờ,,11300000
car,BYD,2024,4,Hết bảo hành,66624,308.0,108 kWh,Lithium-ion,895.0,,192,Trắng,8-10 giờ,,494500000
